X,Y,TIME,EVENT ID
822,184,1653544826,1
212.1666667,244,1653544827,1
822,184,1653544826,1
211.8461538,244,1653544827,1
822,184,1653544826,1
211.5714286,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
211.3333333,244,1653544827,1
822,184,1653544826,1
536,269,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
536,269,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
542.6666667,269,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
548,279,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
211.3333333,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
211.125,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
210.9411765,244,1653544827,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
210.7777778,244,1653544828,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
210.6315789,244,1653544828,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
210.5,244,1653544828,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
210.5,244,1653544828,1
822,184,1653544826,1
549.3333333,285.6666667,1653544829,2
210.5,244,1653544828,1
