X,Y,TIME,EVENT ID
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.5555556,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409.4545455,1653544862,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,409.8333333,1653544862,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,410.1538462,1653544863,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,410.4285714,1653544863,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,410.6666667,1653544863,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,410.875,1653544864,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.0588235,1653544864,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.2222222,1653544864,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.3684211,1653544865,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.5,1653544865,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.6190476,1653544865,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.7272727,1653544865,1
208,244,1653544859,2
877.2631579,184,1653544863,2
411,264,1653544864,2
304,184,1653544857,2
496,411.7272727,1653544865,1
208,244,1653544859,2
877,184,1653544864,2
411,264,1653544864,2
304,184,1653544857,2
496,411.7272727,1653544865,1
208,244,1653544859,2
876.7619048,184,1653544864,2
411,264,1653544864,2
304,184,1653544857,2
496,411.7272727,1653544865,1
208,244,1653544859,2
876.5454545,184,1653544864,2
411,264,1653544864,2
304,184,1653544857,2
496,411.7272727,1653544865,1
208,244,1653544859,2
876.3478261,184,1653544864,2
411,264,1653544864,2
304,184,1653544857,2
496,411.7272727,1653544865,1
208,244,1653544859,2
876.1666667,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
876,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
270.1818182,201.2727273,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
264.3478261,201.3913043,1653544858,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
259,201.5,1653544859,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
254.08,201.6,1653544859,2
496,411.7272727,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
249.5384615,201.6923077,1653544860,2
496,411.826087,1653544865,1
875.8461538,184,1653544865,2
411,264,1653544864,2
245.3333333,201.7777778,1653544860,2
496,411.9166667,1653544866,1
875.8461538,184,1653544865,2
411,264,1653544864,2
241.4285714,201.8571429,1653544861,2
496,412,1653544866,1
875.8461538,184,1653544865,2
411,264,1653544864,2
237.7931034,201.9310345,1653544861,2
496,412.0769231,1653544866,1
875.8461538,184,1653544865,2
411,264,1653544864,2
234.4,202,1653544861,2
496,412.1481481,1653544866,1
875.8461538,184,1653544865,2
411,264,1653544864,2
231.2258065,202.0645161,1653544862,2
496,412.2142857,1653544866,1
875.8461538,184,1653544865,2
411,264,1653544864,2
228.25,202.125,1653544862,2
496,412.2758621,1653544867,1
875.8461538,184,1653544865,2
411,264,1653544864,2
225.4545455,202.1818182,1653544862,2
496,412.3333333,1653544867,1
875.8461538,184,1653544865,2
411,264,1653544864,2
222.8235294,202.2352941,1653544863,2
496,412.3870968,1653544867,1
875.8461538,184,1653544865,2
411,264,1653544864,2
220.3428571,202.2857143,1653544863,2
496,412.4375,1653544867,1
875.8461538,184,1653544865,2
411,264,1653544864,2
218,202.3333333,1653544863,2
496,412.4848485,1653544867,1
875.8461538,184,1653544865,2
411,264,1653544864,2
215.7837838,202.3783784,1653544863,2
496,412.5294118,1653544867,1
875.8461538,184,1653544865,2
411,264,1653544864,2
213.6842105,202.4210526,1653544864,2
496,412.5714286,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
211.6923077,202.4615385,1653544864,2
496,412.6111111,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
209.8,202.5,1653544864,2
496,412.6486486,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
208,202.5365854,1653544864,2
496,412.6842105,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
206.2857143,202.5714286,1653544864,2
496,412.7179487,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
204.6511628,202.6046512,1653544865,2
496,412.75,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
203.0909091,202.6363636,1653544865,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
201.6,202.6666667,1653544865,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
200.173913,202.6956522,1653544865,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
198.8085106,202.7234043,1653544865,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
197.5,202.75,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
196.244898,202.7755102,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
195.04,202.8,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
193.8823529,202.8235294,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
192.7692308,202.8461538,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
191.6981132,202.8679245,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
190.6666667,202.8888889,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
189.6727273,202.9090909,1653544866,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
188.7142857,202.9285714,1653544867,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
187.7894737,202.9473684,1653544867,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
186.8965517,202.9655172,1653544867,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
186.0338983,202.9830508,1653544867,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
185.2,203,1653544867,2
496,412.7804878,1653544868,1
875.8461538,184,1653544865,2
411,264,1653544864,2
136,204,1653544874,2
136,204,1653544874,2
136,204,1653544874,2
136,204,1653544874,2
136,204,1653544874,2
136,204,1653544874,2
136,204,1653544874,2
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
136,204,1653544874,2
436,75,1653544874,1
304,184,1653544876,2
136,204,1653544874,2
436,75,1653544874,1
304,184,1653544876,2
150.4,212,1653544874,2
436,75,1653544874,1
304,184,1653544876,2
160,217.3333333,1653544875,2
436,75,1653544874,1
304,184,1653544876,2
166.8571429,221.1428571,1653544875,2
436,75,1653544874,1
304,184,1653544876,2
172,224,1653544875,2
436,75,1653544874,1
311.1428571,184,1653544877,2
540,224,1653544877,2
245.5555556,205.1111111,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
253.9,203,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
260.7272727,201.2727273,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
266.4166667,199.8333333,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
271.2307692,198.6153846,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
275.3571429,197.5714286,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
278.9333333,196.6666667,1653544876,2
436,75,1653544874,1
540,224,1653544877,2
282.0625,195.875,1653544877,2
436,75,1653544874,1
540,224,1653544877,2
284.8235294,195.1764706,1653544877,2
436,75,1653544874,1
540,224,1653544877,2
872,184,1653544877,2
287.2777778,194.5555556,1653544877,2
436,75,1653544874,1
540,224,1653544877,2
872,184,1653544877,2
295.8974359,194.7692308,1653544877,2
436,75,1653544874,1
872,184,1653544877,2
496,414,1653544878,2
297.5121951,194.2439024,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
298.9767442,193.7674419,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.3111111,193.3333333,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.3913043,193.1304348,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.4680851,192.9361702,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.5416667,192.75,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.6122449,192.5714286,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.68,192.4,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.745098,192.2352941,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.8076923,192.0769231,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.8679245,191.9245283,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.9259259,191.7777778,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
300.9818182,191.6363636,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.0357143,191.5,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.0877193,191.3684211,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.137931,191.2413793,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.1864407,191.1186441,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.2333333,191,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.2786885,190.8852459,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.3225806,190.7741935,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
496,414,1653544878,2
301.3225806,190.7741935,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.3650794,190.6666667,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.40625,190.5625,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.4461538,190.4615385,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.4848485,190.3636364,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5223881,190.2686567,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5588235,190.1764706,1653544877,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,75,1653544874,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,50,1653544877,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,41.66666667,1653544878,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,37.5,1653544879,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,35,1653544879,1
872,184,1653544878,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,33.33333333,1653544879,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,32.14285714,1653544879,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,31.25,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,30.55555556,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,30,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,29.54545455,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,29.16666667,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,28.84615385,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,28.57142857,1653544880,1
872,184,1653544879,2
501,406.5,1653544878,2
301.5942029,190.0869565,1653544878,2
436,28.57142857,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,28.33333333,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,28.125,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.94117647,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
492,404,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
496,409,1653544879,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
498.8571429,412.5714286,1653544880,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
501,415.25,1653544880,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
502.6666667,417.3333333,1653544880,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504,419,1653544880,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
505.0909091,420.3636364,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
506,421.5,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
506.7692308,422.4615385,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507.4285714,423.2857143,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
508,424,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
508.5,424.625,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
508.9411765,425.1764706,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
509.3333333,425.6666667,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
509.6842105,426.1052632,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
509.6842105,426.1052632,1653544881,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
507,422,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
301.5942029,190.0869565,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
302.4027778,193.1666667,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
872,184,1653544879,2
504.5714286,418.2857143,1653544882,2
303.1466667,196,1653544878,2
436,27.77777778,1653544880,1
